job_id,predicted_count,actual_count,tp,fp,fn,precision,recall,f1,jaccard,exact_match,predicted,actual,false_positive_skills,false_negative_skills
3891074946,11,19,9,2,10,0.8181818181818182,0.47368421052631576,0.6,0.42857142857142855,False,"Microsoft Excel, Power BI, Python, R, SQL, Tableau, attend to detail, manage time in tourism, motivate others, teach communication methods, use microsoft office","ICT project management methodologies, Microsoft Excel, Power BI, Python, R, SQL, Tableau, analyse business requirements, attend to detail, communication, database management systems, execute integration testing, interact with users to gather requirements, motivate others, operate automated process control, perform data cleansing, statistics, think critically, use microsoft office","manage time in tourism, teach communication methods","ICT project management methodologies, analyse business requirements, communication, database management systems, execute integration testing, interact with users to gather requirements, operate automated process control, perform data cleansing, statistics, think critically"
3887101270,7,9,5,2,4,0.7142857142857143,0.5555555555555556,0.6250000000000001,0.45454545454545453,False,"Agile development, communication, data engineering, hardware platforms, information structure, leadership principles, show entrepreneurial spirit","ICT project management methodologies, communication, data engineering, design thinking, hardware platforms, information structure, interact with users to gather requirements, leadership principles, plan product management","Agile development, show entrepreneurial spirit","ICT project management methodologies, design thinking, interact with users to gather requirements, plan product management"
3903434413,5,9,2,3,7,0.4,0.2222222222222222,0.2857142857142857,0.16666666666666666,False,"Amazon Web Services, Python, mentor individuals, motivate others, work in teams","Python, communication, leadership principles, manage major incidents, manage teamwork, mentor individuals, provide technical documentation, quality assurance procedures, write specifications","Amazon Web Services, motivate others, work in teams","communication, leadership principles, manage major incidents, manage teamwork, provide technical documentation, quality assurance procedures, write specifications"
3902357366,0,3,0,0,3,0.0,0.0,0.0,0.0,False,,"ICT project management methodologies, communication, plan product management",,"ICT project management methodologies, communication, plan product management"
3902348430,12,21,8,4,13,0.6666666666666666,0.38095238095238093,0.4848484848484849,0.32,False,"SAP Data Services, SAP R3, SQL, communication, customer service, develop reporting software, manage teamwork, manage time, prepare presentation material, project management, solve problems, think analytically","ICT project management methodologies, ICT system integration, SAP Data Services, SAP R3, SQL, Waterfall development, apply change management, attend to detail, business analysis, communication, customer service, develop business case, engage with stakeholders, identify process improvements, interact with users to gather requirements, manage teamwork, prepare presentation material, represent the organisation, root cause analysis, solve problems, urban planning","develop reporting software, manage time, project management, think analytically","ICT project management methodologies, ICT system integration, Waterfall development, apply change management, attend to detail, business analysis, develop business case, engage with stakeholders, identify process improvements, interact with users to gather requirements, represent the organisation, root cause analysis, urban planning"
3888994430,7,11,6,1,5,0.8571428571428571,0.5454545454545454,0.6666666666666665,0.5,False,"PostgreSQL, Python, SQL, data models, design database scheme, solve problems, teach communication methods","PostgreSQL, Python, SQL, analyse pipeline database information, apply information security policies, communication, data models, data quality assessment, design database scheme, solve problems, work independently",teach communication methods,"analyse pipeline database information, apply information security policies, communication, data quality assessment, work independently"
3906253680,8,15,7,1,8,0.875,0.4666666666666667,0.608695652173913,0.4375,False,"communication, conflict management, manage time, service-oriented modelling, solve problems, think critically, transportation software related to an ERP system, urban planning","audit techniques, business analysis, communication, conflict management, design process, improve business processes, interact with users to gather requirements, manage backlogs, manage teamwork, manage time, service-oriented modelling, solve problems, think critically, urban planning, work independently",transportation software related to an ERP system,"audit techniques, business analysis, design process, improve business processes, interact with users to gather requirements, manage backlogs, manage teamwork, work independently"
3903875936,10,11,7,3,4,0.7,0.6363636363636364,0.6666666666666666,0.5,False,"Jenkins (tools for software configuration management), NoSQL, Oracle Relational Database, Python, SQL, analyse pipeline database information, control air flow, digital identity management, distributed computing, manage workflow processes","Apache Airflow, ICT project management methodologies, Jenkins (tools for software configuration management), NoSQL, Oracle Relational Database, PostgreSQL, Python, SQL, analyse pipeline database information, manage workflow processes, motivate others","control air flow, digital identity management, distributed computing","Apache Airflow, ICT project management methodologies, PostgreSQL, motivate others"
3902780924,7,13,7,0,6,1.0,0.5384615384615384,0.7000000000000001,0.5384615384615384,False,"Apache Spark, Java (computer programming), PyTorch, Python, SQL, Scala, TensorFlow","Apache Spark, ICT project management methodologies, Java (computer programming), Microsoft Azure, PyTorch, Python, SQL, Scala, TensorFlow, analyse pipeline database information, distributed computing, machine learning, tools for ICT test automation",,"ICT project management methodologies, Microsoft Azure, analyse pipeline database information, distributed computing, machine learning, tools for ICT test automation"
3902829691,6,11,5,1,6,0.8333333333333334,0.45454545454545453,0.5882352941176471,0.4166666666666667,False,"JavaScript, Oracle Relational Database, communication, data models, service-oriented modelling, think analytically","ICT project management methodologies, JavaScript, Oracle Relational Database, attend to detail, communication, data models, document management, program management, solve problems, think analytically, use content management system software",service-oriented modelling,"ICT project management methodologies, attend to detail, document management, program management, solve problems, use content management system software"
